InputStoryid	RandomFifthSentenceQuiz1	RandomFifthSentenceQuiz2	AnswerRightEnding	context	nsp_pred	ppl_pred
3defe140-bb20-4cbb-80ea-b182f2cd1c19	When Amy went home, she resented the doctor.	Amy actually grew up to be a successful doctor.	2	Amy was scared of going to the doctor. The pediatrician was very patient with her and shared her stethoscope. Amy found it very interesting and wasn't scared anymore. Amy decided she wanted to be a doctor when she grew up.	2	1
7d56d5f0-f6a2-4298-9779-9f4922f328ae	He won the contest.	Gomez is ashamed of what he has done.	1	Gomez loves Halloween. He wanted to enter a costume contest. For his costume, he decided to be Mickey Mouse. The contest had a Disney theme.	2	1
dc780237-3a9c-4d74-88df-d9cfed9812fc	His veggies grow large and plentiful.	He is happy the weeds grow.	1	Jack has a big garden. He weeds it every day. Once a week he takes veggies to the market. Jack waters his garden in the morning.	1	2
1653bae5-dbb7-44be-8c53-e0601b029f97	Amy was allowed to carry whatever she wanted to.	Amy explained the situation and moved on.	2	As Amy stood in line at security she realized she hated airports. She placed her purse into the bin and walked through. The TSA agent asked her to step to the side. Amy had forgotten to remove her mace from her key chain.	1	1
bd36aa9d-d6ec-4895-bb7f-43c45226b070	She got up and drove her car to work.	She set her alarm for 15 minutes earlier.	2	Debra decided that the bus was the most economical way to get to work. Debra found the bus somewhat slow, but very cost-effective. Debra also liked that public transit was environmentally friendly. She had to get up fifteen minutes earlier to make it to the bus.	2	1
fcda8c73-3eea-4c9e-a4d2-5daa960fdd22	Then I went out and built a snowman.	Sadly I had to skip building a snowman.	2	I really wanted to make a snowman last week. There was plenty of time and snow. Unfortunately I didn't have any gloves good enough. I had lost all the pairs that wouldn't soak through.	2	1
4b641c1c-dde3-42f5-8cdf-2fabe6f0bedd	Tom found an empty and haunted house.	Tom walked into a surprise birthday party.	1	Tom was delivering newspapers on his bike. It went smoothly until he arrived at this abandoned street. A house was empty but the door was open. Tom went inside of the house.	1	1
e519c10e-174a-4185-b90f-b46a31c7e594	Mary decided to visit the orchard and pay them.	Mary decided to visit the orchard and steal another apple.	1	When Mary was a child, her class visited an apple orchard. Hungry Mary snuck off behind some bushes to eat an apple she picked. Years later, she felt guilty because she had not paid for the apple. Though a relatively trivial matter, it weighed on her conscience.	2	2
e7c0da77-8b8a-4182-81dd-9c2d9d770609	I was happy as the car warmed up.	The a/c felt nice on a hot day.	2	I went to trade in my car. I wanted something nice. I found a good car for good price. As I left, I turned on the a/c.	2	2
e08d2539-cd0c-4553-b954-948f59a27e20	Lisa decided to eat a hotdog instead.	Lisa had a great time babysitting with her friend.	2	Lisa wanted to go to her friends house. Her mother had to run errands and need her to watch the kids. She could only go if she took them with. Her mother gave her $10 to babysit and left.	2	2
01baa291-3fca-46ae-941e-d915af25831f	Cassidy became good at baking scones.	Cassidy moved away.	1	Cassidy always loved eating scones at the shop near his home. He decided to try baking scones at home. At first his scones came out too try. However, he kept baking new batches until they were delicious.	1	1
ea35dab1-a7a9-42b3-a004-5aa1f7fa6961	His clothes got completely soaked.	He was happy it rained.	1	As Archie was walking home, he noticed the sky was getting dark. He decided to run home instead of walk. The rainy started to pour. Archie couldn't run home fast enough.	1	1
0e0a9fa2-dade-48e7-91d3-961ebed8bb46	Mellie found there were shadows in the curtains.	Mellie was looking forward to meeting any spirits.	1	Mellie thought she had seen a ghost. She looked all over her house with a flashlight to find the source. Finally, she saw the ghost again. She worked up the courage to turn on the lights.	1	1
31759123-0873-4010-9145-8b4d93a6d8ee	George decided to spend the money on a new hat instead.	Eventually, George was able to pay the ticket.	2	George had to go to court. He had to pay a parking ticket. He arrived at his local city council. He waited in line.	2	2
1aa76d42-75e0-4dad-b03a-b934cc538d7f	I went on about my day.	She gave me her number.	1	Last week I ran into the cutest girl ever. We were both at the grocery store and our eyes met. I mustered up the courage to ask for her number. She said no.	2	2
67652b43-4d69-41bd-9477-325361ffa0c8	Pam finally bought the house.	Pam became homeless.	1	Pam was looking for a house to buy. After a few months of looking, she finally found a house she loved. However, it was a little too expensive. Pam tried to talk down the price, and succeeded.	1	1
6365bd9d-86a3-4fcb-890b-0e2dc6a4c66e	She felt as if she had drank five cups of coffee.	She didn't wake up until the plane landed.	2	Candy was nervous about her upcoming airplane trip. Her sister gave her some sleeping pills to help her relax. Candy hated taking pills, but once on the plane, she felt differently. She was too nervous and took the pills despite herself.	2	2
f483608d-7386-48d1-8a13-25ff95a71c78	The family thought Ted was very nice.	The family thought Ted was very rude.	2	Ted was seated at the bench at the airport, awaiting his flight. A family approach Ted and asked him if he could watch something. They asked him to watch a large box while they looked for their kid. Ted apologized and got up quickly and walked away.	2	1
c67df10f-a204-429a-abea-385ef63c4679	He couldn't remember where he parked his car in the parking lot.	He knew there were severe consequences for shoplifting.	2	A young man went to buy a shirt. He searched through several aisles. He found a shirt he liked. Of course he paid for it.	2	1
5d22dc06-eea4-4de4-ab0a-c5d05bf432c3	My kitty laid on my chest, and we went to sleep.	I searched the room for 20 minutes looking for my kitty.	1	I decided it was time for me to go to sleep. I started up the stairs. My kitty ran in front of me. I got into my bed and under my covers.	1	1
072d9ec3-59de-4550-b424-03e09cf89e6c	Samantha watched another scary movie.	Samantha learned her lesson.	2	Samantha wanted to watch a scary movie, but her mother said no. Her mother left for work, and Samantha decided to watch it anyway. The movie was so scary it gave Samantha nightmares for weeks! She wished she'd never watched it!	1	1
95ca4aa5-5e8c-4ade-b43c-e38ca463d2e2	Katie was upset at herself for waiting until the last minute.	Katie was excited to join the team.	1	Katie had waited till the last day to write her book report. She was nervous and had to hurry. She didn't do a very good job. Her teacher gave her a bad grade.	1	1
793b5e9d-2389-422a-a0fc-9120c32368f7	My teacher gave me an F for the assignment.	My teacher gave me an A on the paper.	1	Class started in 10 minutes and I had a math assignment due. My older friend volunteered to do it for me. Unfortunately, my teacher found out about the copying. She crumbled my paper and threw it in the trash.	1	2
ac8ea61e-7ff4-4b3a-aeff-14963ada4c52	Ethan soon became an amazing soprano.	Ethan became a master at playing guitar.	1	Ethan enrolled in a singing lesson near his house. He did not have any previous experience and was nervous. His instructor was a nice lady who was a world renown singer. Ethan practiced singing the scales with her.	1	2
a2f1a8c3-6083-444d-a8d7-09c4151e5587	She asked if they could go again next week.	She rolled her eyes as her folks rejoiced at all the neat things.	2	Sunny went with her family to a village. The village was hosting a swap meet. Her family found some great deals. Overall Sunny found the event boring.	2	1
0d4f5e11-f88b-46e7-9b18-fe9afe1aa27f	She was standing too far away to see.	They were deer tracks.	2	Kelly took an afternoon hike with her husband. Halfway through the hike, her husband stopped. He pointed to the ground, where several animal tracks were present. Kelly knelt down to examine the tracks more closely.	2	1
5171372a-2a62-4794-85e9-778c5335a354	Kelly kept on walking.	All the men think Kelly is ugly.	1	Kelly was walking down the street. She is a attractive female. However, she started to get harassed. All the men were whistling and hollering.	2	2
f1586aa9-c37c-416c-b9a6-71bcbe55655b	I woke up refreshed and well rested!	He woke up with a terrible migraine.	2	Neil was having a great time in Athens. Then a new friend offered him a traditional drink. It was a strong spirit called ouzo. Neil had a great night drinking, but the next morning was awful.	2	2
b56e5709-58ac-42e4-a308-34bc7ab1b493	They hated one another from the start.	Kelly and Steve had a beautiful wedding.	2	Kelly loved a boy named Steve. They spent everyday together. One day Steve asked Kelly to marry him. She said yes.	2	2
c03e5182-6bad-488f-b714-299ad5b30733	Lilly had a terrible date.	Lilly had a wonderful time.	2	On the fourth of July, Lilly baked a lemon blueberry cake. She brought it to her boyfriend's house and they had a bbq. After dinner they drove into the city to watch fireworks. When the show was over, they got donuts from a food truck.	2	2
091a21be-0d56-4fbd-9795-5adc740c099d	Her hands got better.	Emma threw the salve in the trash.	1	Emma had been working as a dishwasher. Her hands cracked and bled from the hot soapy water. Then her mom noticed and concocted a special salve for her. Emma used the salve every night before bed.	2	2
29fe765b-70a1-4ea1-ba1b-1d8f20dfdc8c	They had a wonderful time at the restaurant.	They both dressed wrongly for it was a nude house warming party.	2	Two friends heard about a local house-warming party. The friends couldn't decide if they should dress formally or not. One friend chose to dress in jeans and a t-shirt. The other went in a black dress.	2	1
8b41f6e2-f6fe-4f31-ab92-084e30052441	The man quickly tried to round them all up, but it was difficult.	The man was relieved the hurricane had missed his zoo.	1	An old rich man owned an island. He built a great zoo there. The zoo had unusual animals that nobody had ever seen before. A hurricane struck the island and many of the animals were set free.	2	1
0bf4b89f-68a0-41fc-bed0-df83a7fa1408	Joe arrived at school an hour before the bus did.	Joe arrived at school exhausted.	2	Joe woke up late for school. He asked his mom for a ride, but she had no time. He knew it was too late to catch the bus. He decided he had to run all the way to school!	1	1
8ed74cf3-700b-4c45-a299-f6f87b213bed	Carl's date enjoyed the meal.	Carl was sad because his date never called him again.	2	Carl wanted to make dinner to impress the woman he was dating. He studied some recipes and planned the meal. One the big day, his nervousness caused him to switch sugar and salt. His date could barely eat one bite and Carl was crushed.	1	2
fd3abcf2-40b6-45d9-9a23-b87490708e10	Jenny decided her step mother was too old for her.	Jenny decided she liked her step mother.	2	One month after Jen's mom died, her father remarried. Her new stepmother was literally five Years older than her. At first, Jenny could barely stand to be around the woman. Then one night they went to dinner, and became great friends!	1	1
2331fb84-fb71-4791-8558-9b1e5b9efbbc	Mill learned later that his teacher was racist.	Mill was the only girl in the whole class.	1	Mill was headed to his first day of school. When he arrived to class the teacher sat him with other black kids. Mill couldn't understand why he couldn't sit up front. His teacher told him the back is the spot he belongs.	1	2
9c64be69-ce42-4551-8cc0-b783f19a4f3b	Mark sprained his wrist.	Mark enjoyed the trip.	1	Mark took a sick day today, he was faking it, obviously. He didn't put on anything besides socks and boxers. He was eat ice cream and sing into his brush. The first verse of his encore he slipped on the hardwood floor.	1	1
ca8a7f8d-7f63-422f-8007-c4a26bb8e889	Ela ate all of the chicken by herself.	The child was happy with his nuggets.	2	Ela was babysitting. Her young charge wanted chicken nuggets. Ela checked, but there were none in the freezer. She went to McDonald's and bought some nuggets.	1	2
77163cca-2802-49d4-b91b-f084db65f5f1	Gina threw the poster into the trash.	Gina decided she would wear more colorful clothing.	2	Gina was putting posters on her bedroom walls. There was a poster of the cool new girl group. The girls were wearing bright colorful clothing. Gina herself was wearing a brown shirt and khakis.	1	1
c34fff03-3723-479b-8149-c8e547f73c67	Jake was very upset.	Jake was very happy.	1	Jake was swimming in his backyard. All of a sudden his pool burst open. There was a hole on the side of his pool. All the water leaked out of the pool.	1	1
ccfb04e6-8e06-4c21-a8f1-9fbda5bbfe6a	After two weeks, she had less bloating and felt better.	Em stocked up on favorites: bacon, beer and cookies!	1	Em had had digestion issues lately. She visited her doctor. He suggested probiotics and active cultures. Em started to eat enriched yogurt every day.	2	1
aabf0b90-f2a1-4d57-80d9-cd2b2d1c02f4	Gina didn't know what she would do without her paints.	Luckily, Gina's teacher handed out new pencils that day.	2	Gina had searched for her lost pencils for days. She had even searched the bag of a boy she thought took them. She knew she couldn't ask her mother for more pencils. And she didn't have money to buy more.	2	1
dcf30ca6-a8fa-4b37-9283-4df639ef43b9	Aidan enjoyed riding the bus every day.	Aidan learned a lot from his mom.	2	Aidan's family had moved to a very rural area. His parents discussed schooling options. Aidan's mom didn't want him to ride a bus for three hours every day. She decided to teach him herself.	1	2
2da82845-b68e-48ef-8478-fe812790790b	Her mom got angry.	Gina threw it away.	1	Gina needed a blanket for her picnic. She wanted a red gingham one. The closest she could find was her mom's bedspread. She pulled if off the bed and took it to the yard.	2	2
b168c328-d09d-46b9-9a80-1a190f6630b2	Later, once Tia's kids were used to the taste, they acclimated.	Later, Tia's kids joined a rugby league with snazzy uniforms.	1	Tia decided her kids were drinking too much sugar. She decided to cut out soda pop. Instead, she began to make sugar-free Kool-Aid for them. At first they complained about the change.	1	1
781ab439-5960-4cae-8dbd-e641ac5abfb7	Ed was relieved.	Ed found highschool negative.	1	Ed was nervous about starting high school. He tried to reassure himself. He showed up the first day smiling and friendly. He made lots of friends quickly.	2	1
bc5cb34e-a2c6-403b-954c-92bcfffb425a	The cat got away.	The cat was really slow.	2	My cat likes to hunt. One day my cat hunted a mouse. The mouse was really fast. The cat could not catch the mouse.	2	2
11e28056-7078-49f1-a809-1e44dd19e0e2	Darren felt the appointment had been a waste of time.	Darren got a lot better with treatment.	2	Darren struggled with depression. He never could shake the dark feelings he had. Finally he saw a specialist and got the help he needed. He learned that there were physiological reasons for his depression.	2	1
900ae2dc-4224-47ff-b2a8-cd1cc209e17f	Now the band looks for music with xylophone arrangements.	Trevor was discouraged from playing the xylophone.	1	Trevor thought that people didn't respect the xylophone enough. He loved the high-pitched percussive tones it made. Trevor convinced a band to let him join with the xylophone. They had a top 100 hit that included xylophone on the track.	2	2
ffdd4862-65ae-4b18-b13a-97580a0b2318	Sara decided this was her new favorite coffee.	Sara hated the bitter taste of coffee.	1	Sara came back from the market. And she was eager to try the new coffee that she bought. After she finished preparing it, she drank away. Sara was amazed by how smooth and rich it tasted.	1	2
2b732b0e-6197-4c89-b1e3-25aaa8fdfb0d	The dog ate the sandwich from my plate.	After checking the doghouse we found the toys.	2	One summer when my girls were little, I filled a pool in our backyard. I got nice inflatable pool toys, that the girls loved playing with. We carefully put the new toys by the side of the pool at sunset. The next morning, the pool water was muddy and the toys were gone!	2	2
3ab8bc79-8b56-49a5-98ad-3d104186bc1d	Tom stayed inside because it was too cold outside.	Tom traded in his jacket for shorts and a t-shirt!	2	Tom worried that the winter would never end. It had been a cold February and he missed the warm weather. One day the temperature rose suddenly. Tom was so happy to see that winter was finally ending.	2	1
415cccbc-8190-4374-a5a8-8234c1455709	Jim vowed never to carve pumpkins again.	Jim won first prize.	2	Jim loved carving pumpkins and so he entered a carving contest. First, he bought a large pumpkin from the farmer's market. Next, he thought of and drew a design on some paper. Jim carefully carved the design onto the pumpkin.	1	1
3819b664-7728-48ee-a537-002ac1fd661a	As she walked, Miranda decided to go to bed early from now on.	Miranda rode to school feeling wide awake.	1	Miranda went to bad late last night. As a result she ended up sleeping in. To her dismay she missed the bus. She ended up having to walk to school.	2	1
cb997e24-7c4b-4fc1-8485-f6dabf8a7eb6	My sister in law will make some money.	My sister in law bought more elephants.	1	My sister in law is an elephant lover. She collected 100 elephant figurines. Lately she grew tired of her collection. She had me try to sell the figurines on eBay.	2	1
f3899348-2d0b-4bc1-b237-c93bccf678c3	Her mother took her to the emergency room to have it checked.	Ana decided to spin the basketball on her finger.	1	Ana was playing basketball when her finger started hurting. An hour later, she was unable to move it. Her mother told her she was overreacting. Later that night, she was in so much pain she couldn't sleep.	2	1
bfb0df0f-34d1-456a-a630-dec1b0ad4461	Luckily Gina's dad managed to get into the car and hit the brakes.	Gina then drives to Brazil for the day.	1	Gina's niece was playing in the driver's seat of her dad's car. Somehow she got the car out of park, and into reverse. The car began to roll down the driveway into the street. Everyone ran to the car to try and stop it.	1	1
2eecb965-dbbf-4a30-8b7c-b4549d4292cb	I left without paying the waiter a tip.	I left the waiter a large tip.	1	At the restaurant, the waiter gave me the wrong food. I asked the waiter for the correct dinner. The waiter brought me another incorrect order! They messed up my order twice.	1	1
09cda9fa-cbe2-4a87-bf6c-1970d0c15d36	Jake saved up a lot of money just using his metal detector.	Jake despised his metal detector.	1	Jake bought a metal detector. He took it to the beach to try it out. His metal detector found things buried in the sand. It frequently found quarters.	1	1
66f4e7b7-5a75-4047-87ca-e3f91b1539c8	Mr White and Mr Black invited me to their wedding.	The police came and questioned me about what I had seen.	2	I had heard Mr White and Mr Black argue for months. Today I suggested Mr Black call the police on Mr White. Mr Black said the 911 operator was sending the police. I witnessed Mr White stabbing Mr Black.	1	2
aaadc831-8ca3-45fb-b4f6-ae75ff1bb976	Chuck realized that it was 2 in the morning.	He was mad that he watched Breaking Bad.	1	Chuck came home from work. He turned on Netflix. His favorite show on Netflix was Breaking Bad. Chuck watched Breaking Bad for 8 hours.	2	2
c9e99cc2-4928-4be4-a36b-201896c36413	We all had a good time.	We all had a terrible time.	1	There was a book series I loved very much. I looked forward to each new installment. When the last book came out, there was a midnight party at the store. I dressed up and went with my friends.	1	1
10bc6a9e-2c3f-4544-b734-bf0a8f3c2ae0	Ross had no practice singing so his band did not get a medal.	Ross and his band scored first place.	2	Ross had big dreams to be a professional singer. He joined a band as lead vocalist. He took voice lessons. One day his band tried out for a talent competition.	1	1
928f4dbe-10d1-4fe5-a80f-707a13ae87ed	Gina ended up really loving the Spanish class.	Gina decided to put herself on a paleo diet.	1	It was Gina's turn to choose classes at school. She was enrolling late and there weren't many classes left. She hated the majority of what she was offered. Since she had few choices she took Spanish, and gym.	1	2
3ae56af6-6173-4a93-991f-252964a0c2cc	Terry doesn't have good friends.	His friends gave him his favorite zoo cup.	2	Terry liked collecting cups with weird art on them. He went to shops and trawled for good cups. His friends gave him cups at holidays. His prized piece was a zoo cup shaped like an elephant.	2	2
e0b5def0-6a98-4fc3-ad96-d1a4783e7ca7	Stewart and his sister were in trouble.	Stewart and his sister parents congratulated them.	1	Stewart and his sister were fighting over the TV remote. Their parents yelled at them to stop, but the kids persisted. During a tug of war over the remote, it flew out of their hands. The remote smashed into the TV screen, resulting in a big crack.	2	1
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	Tom did a good job and his girlfriend liked the pizza.	Tom decided to make fried chicken instead.	1	Tony had the pizza ingredients ready. He never baked a pizza before. Tony wanted to surprise his girlfriend. He followed the instructions to make pizza.	1	1
017ea29c-3d5b-4d5b-b6b9-8f1aa378b203	Billy decided that he was sick of video games.	He played the game until bedtime.	2	Billy loved playing video games. One day he begged his parents to take him to Kmart. He saw a whole bunch of games there. He picked out a popular shooter game then took it home.	1	2
291b76d1-be06-4b41-a7aa-a1c1d549e2a9	The men realize the concierge's mistake and laugh uncomfortably.	The men fall very much in love and get married.	1	A heterosexual couple approach the checkin desk at a hotel. The woman excuses herself to go to the bathroom. A second man walks up to the desk and stands next to the first. The concierge assumes the two men are together.	1	1
dabf26fa-669d-4f92-9797-b66bf6f5c716	Brad was ecstatic!	Brad hated his parents.	1	Brad had just gotten his license. He asked his parents for a car for his birthday. They told him they would think about it. They then went and bought him a car.	2	2
49e54a36-65c2-470c-bba1-19c8a613c2ad	Arnold couldn't wait to have children.	Soon they love spending time with him.	2	Arnold changed jobs to be closer to his children. His children seems very uninterested in having him around. Arnold plans more activities with his children. They begin to loosen up towards him.	1	1
23ced0b3-9be9-4190-88fa-505ce5dcd5d2	They were bored because they had already been on this cruise.	They were very excited and took lots of pictures.	2	Jenny and her boyfriend boarded the ship. They were both excited for a boat trip around the harbor. They had never seen it from the water. They set sail and began the cruise.	1	2
8a71b064-7588-4cce-924d-eeb9d4ab7cb8	Battlefront is the easiest game I ever played.	The day we finally beat it was such a great day.	2	Once we got a new Xbox, we knew we needed to get Battlefront. My brother and I loved to play the game together. Although the hard level was very hard and we couldn't get past it. But we would keep playing and trying to get past the level.	1	1
063af65a-1a14-4e04-b79d-b66777b91fc0	Meanwhile, his friends were all unemployed.	He went online, and researched law schools.	1	Ray went to classes to be a plumber. His friends mocked him relentlessly for his career choice. But Ray didn't let them bother him. He kept at it and soon was making $25 an hour as a plumber.	1	1
53baef9f-6f75-4f20-a8ce-b030314a9c5a	I didn't need to use my phone the whole day.	I used my phone until the battery died anyway.	1	I arrived in school and decided to head to the library. When I looked at my phone, it had ten percent of its battery left. In addition, I forgot my phone charger at home. Unless there was an emergency call, I didn't use my phone.	2	1
3f6ebc8f-e60f-41dd-a729-504e832199a9	I was really disappointed and hungrier than ever.	I enjoyed a great Chinese dinner there.	1	There was this amazing Mexican joint right by my dorm. I would walk there a few times a week and eat tacos. The best part was that they were open all night. I went down there one night I found out they closed.	2	1
016993c6-3327-4957-9e70-9d3dac8848a4	Mary put a sweater on.	Mary got a lot of positive attention.	2	Mary had lost forty pounds. She couldn't wait to go to the beach and show off! She donned her new bikini and headed to the shore. There, she strutted up and down the water's edge.	2	2
c51baa3f-7d9f-4ae4-bafb-45c5147f2d7f	Richard and his family are very anti-American.	They are very excited for a new life.	2	Richard lives in the Philippines with his wife and two daughters. His oldest daughter is studying to be a police investigator. His youngest daughter will graduate high school this May. Right after Micah graduates the family is moving to America.	1	2
f620dfdd-88f8-4365-b78a-e6ef61d66b2f	John had a lot of stupid fun.	John collected the marshmallows to eat afterwards.	1	John was really bored at work one day. He decided to order a huge amount of marshmallows from online. He also bought a marshmallow gun. He spent hours shooting marshmallows at the birds outside his house.	2	2
4b79dfd7-81a1-4e53-9689-c1210cbbc576	He refused to wear it and left the hospital.	All his friends thought his cast was cool.	2	Sam decided to go skateboarding on the street. Sam was doing well until a car swerved in front of him. Sam fell and broke his arm. Sam went to the hospital and his arm was put in a cast.	2	1
cdcced38-2914-41ce-9aa0-2aeee20fbdbe	He started to enjoy himself.	The choir decided to call the police.	1	The church choir went around town singing Christmas carols. While singing in the park, they encountered a homeless man. The homeless man seemed very annoyed with their singing. Once he heard O Holy Night, he sang along with the choir.	2	2
250f7e7a-266a-4ac9-93b0-b40be5bb914b	Her sister loved the salad.	Jane drove a car to the city.	1	Today, Jane made a salad. The salad had spinach, goat cheese and cranberries. Jane drizzled balsamic over the top. She shared her salad with her sister.	1	1
0fe883f3-2203-4abb-9191-ae66340c312d	Pam got burns on her chest.	Pam took of her shirt.	1	Mike took his son Jon and daughter-in-law Pam to the shooting range. He warned them to wear clothes that covered their neck and chest. If they didn't, hot spent shell casings could fall into their collars. Pam's shirt didn't have a collar, so a bit of her chest was exposed.	1	1
5e028f70-6e26-4e80-b19c-3ea9f0880616	As an adult I no longer am interested in meeting a girl.	I bought oysters and champagne.	1	As a boy I really wanted to meet a girl like my mother. But as I grew I found different traits desirable. Hanging around other boys made me happy inside. I realized quite quickly that I might be gay.	1	1
cb8e189d-cc9a-44f2-98d4-cd0da79d729a	We then got a tour guide to show us around.	We rented some bicycles and enjoyed traveling around the island.	2	We were on vacation, visiting great historical sites. On our last day we went to a mysterious island. The tour guide said this is where political dissidents were exiled. We decided to explore the island on our own, and left the tour.	1	1
3c6ec21a-5fc9-4fed-92ee-05f9465acc17	I was really embarrassed they had to come.	I was happy looking at my kitchen.	1	In 1992 our condo had a kitchen fire. I was cooking a turkey. The grease in the oven caught fire. The fire department put out the fire.	2	2
ca69ca11-3a2a-4a16-b092-7d1b3403d838	Ruth became sad.	Ruth and Jane formed a rival gang.	1	Gina's friend Ruth had a friend named Jane. Gina and her other friends disliked Jane. But Ruth was always inviting Jane to do things with them. The other friends decided to stop inviting Ruth.	2	2
ce7e82aa-d883-45d5-b6e5-65f987b861b5	She poured the contents into the garbage and washed the bowl.	Julie decided it was her new favorite food.	2	Mariko took her friend Julie to try ramen. Julie had never had ramen that wasn't instant dry noodles before. She eagerly tried the ramen. It was so good, she ordered a second bowl.	2	2
6808682c-945a-41fd-bcb7-835885f55b69	He plugged the toaster in.	Cody threw the broken toaster away.	1	Gordy tried making some toast last Tuesday morning. He wanted to have a decent breakfast for once. He waited and the bread never warmed. He finally realized that the toaster wasn't plugged in.	1	1
4c4f1fdb-42e5-4168-b955-3ddf4f0a98af	I decided to play alone in my room.	I went outside and sprayed them with the hose when they followed.	2	I was resting on my couch. My two cousins appeared out of nowhere. They raised their water guns. I immediately ran.	2	2
841e689d-ab34-4461-a510-b39c5c0f8a61	Mark was ashamed of his efforts.	Mark was proud of his efforts.	2	Mark had an Algebra test coming up. He wanted to get a good grade, so he studied hard every day. The day of the test came, and Mark earned an A! His hard work had paid off!	2	2
aed96c3e-5747-482a-8ff8-0d48c0de7f2e	Sam tried to send his letter again.	Sam's mother was happy that the letter never came.	1	Sam wrote a letter to his mother. He dropped off the letter in the mailbox. He was surprised to find that his mother did not receive his letter. She waited for a month for it to arrive.	2	2
d4dc6de3-ac75-4f26-b855-75f0b7c3691f	The kitten contently scratched its scratching post.	The puppy had been scratching at the fence and hurt itself.	2	The puppy came into the house with its paw bleeding. One nail was broken, but no one could determine what happened. The blood drop trail was followed through the back yard. The trail led to a low wire fence.	2	2
efd33640-0e29-416b-b29b-ab8e5a66d287	Sally was confused at what happened to the grapes.	Sally ate the grapes.	1	Sally bought herself grapes. Within a day they were gone. She didn't eat them. She asked her roommates but they all denied eating them.	2	1
5a7b4ec6-f0f7-4869-a299-efcd9fa7d2f2	Jane thought Greg might be a potential boyfriend.	Jane thought Greg wouldn't make a good friend.	1	Jane met Greg in an internet chat room. They agreed to meet at starbucks for coffee. They hit it off surprisingly well. They agreed to meet again the next day.	2	2
e561e4ae-54eb-4e1e-b4ed-608207923e7e	Blake was embarrassed of his car.	Blake wanted to show off his new car to everyone.	2	Blake wanted a car. He searched all over for the best deal. He finally settled on a corvette at a dealership. He bought the car and he instantly fell in love.	2	2
2ce3faeb-ad74-4812-8451-ce60c002762f	Greg decided that he intensely dislikes the color green!	Suddenly, he realized that he loved red things more!	2	Greg was thinking about his favorite green things. He loved green apples! He loved green lettuce! He loved green cars!	1	2
199c6b70-7344-4879-96f0-33d97c3ff03e	Joey was able to purchase camping equipment for his little sister.	Joey spent the afternoon alone in his room grounded from friends.	2	Joey's little sister was bugging him. He thought it might be funny to trip her. He tripped her, and she started crying. Their mom ran into the room.	2	1
eb3e1ca4-0942-4330-9794-78716e688d50	They ate the entire pizza in one sitting.	They ended up taking the pizza to go.	2	The other night my husband and I met our friend Greg for pizza. Greg ordered a pizza with anchovies, olives, and sun dried tomatoes. Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty!	1	1
5d3c83c5-54f9-4217-94ff-345e6ccb81df	Lara decided his personal life didn't matter and enjoyed it.	Lara watched the Michael Jackson video anyway.	1	Lara liked to watch music videos on YouTube. One day she was scanning popular music on the website. She found a music video by the artist Chris Brown that she liked. She felt conflicted because of the reputation of the artist.	2	1
8b2c6833-04be-48dc-8abf-bdc08b111026	Amy rejoiced the store was closed.	Amy was upset.	2	The light bulb blew in Amy's bathroom. She went to the kitchen to get another, but they were all gone. Amy went to the store to purchase light bulbs. When she arrived the store was closed.	1	1
040c992b-fe9a-4de2-ad2a-815695ea3157	Tyler hoped someday to have a place with a yard.	Tyler was very pleased with himself.	2	Tyler decided to make a new fence for his yard. He worked all day long to dig the holes for the posts. The next day, he put the posts in. Then he put up the fencing.	1	2
8e9dd60a-b509-4f42-9934-69925c202470	Jet did not like everyone being nice to him.	Jet was surprised, but happy.	2	Today was Jet's first day of school. He was very excited but nervous about making friends. He was worried that the other kids would be mean. When he got to school everyone was so nice.	1	1
3ec83479-8648-4e67-a32d-17aebf17ac2e	Janice realizes she hates her friends.	Janice relaxes at home and falls asleep.	2	Janice notices that she is very tired after work. Her coworker suggests that they stop at a bar for a glass of wine. Janice and her coworker have a glass of pinot noir and relax. Janice feels much better on her walk home.	2	2
21d35db7-01c2-42f1-8715-e0b5aadc7363	I couldn't find my dog anywhere.	We took pictures.	2	Every morning my dog, Rex, wakes me up by licking my face. One Saturday morning I woke up to find Rex nowhere to be found. I looked all over for Rex until I found her in the laundry room. There she was licking four adorable newborn puppies.	1	1
251ccbce-2a56-4d89-816d-8d085c86ae27	Both ships sank before morning.	The two ships shared their cargo.	1	Two ships passed in the night. One was British and one was German. They saw each other and both fired their guns. The two ships began taking on water.	1	2
48fda842-e9a1-4c2d-b995-650e3f86d260	They were pleased with the cake the next day when they picked it.	They picked up the unicorn cake the next day and were pleased wit.	1	Greg and his buddies went to the market to order a custom cake. Greg told the clerk he wanted a cake shaped like a haunted house. The clerk said they had a few haunted house designs to choose from. Greg and his buddies picked one out.	1	1
e0c896f1-41bb-4914-9ae7-5748773a7efa	Rachel felt lucky.	But Rachel didn't need his help.	1	Rachel went biking on a mountain trail. She took a less-used route. Rachel got lost in the woods the trail was in. She met a park ranger in the woods and they got out.	1	2
